oldid,genre_ids,id,popularity,title,revenue
7542,"[12, 35, 80]",8592,12.535,Dick Tracy,103738726
3731,[35],19494,9.903,Nine to Five,103300000
5056,"[10751, 16, 12, 35]",16340,18.949,Rugrats in Paris: The Movie,103291131
1467,"[18, 35]",194662,38.27,Birdman or (The Unexpected Virtue of Ignorance),103215094
5272,"[35, 10749, 18]",3525,12.626,Working Girl,103173635
6654,"[35, 10749]",10314,21.427,She's All That,103166989
8329,"[35, 10749]",11638,12.44,Guess Who,103121466
1144,"[35, 10751, 14]",433,32.232,Mary Poppins,103082380
6074,"[10751, 12, 14]",54318,28.713,The Water Horse,103071443
8092,"[53, 878, 18, 9648]",157353,23.984,Transcendence,103039258
1480,"[18, 53]",11349,17.17,Cape Fear,103000000
5884,"[27, 53]",616820,255.19,Halloween Ends,103000000
5273,"[27, 28, 878]",1576,22.33,Resident Evil,102984862
7104,"[27, 80, 9648, 53]",298250,42.724,Jigsaw,102952888
3769,"[18, 35, 10749, 14]",9007,20.413,Just Like Heaven,102854431
9615,"[9648, 27]",14435,15.778,My Bloody Valentine,102836002
8359,"[35, 18, 53]",9894,16.843,The Cable Guy,102825796
3228,"[18, 35, 10749]",43347,56.98,Love & Other Drugs,102820008
4341,[35],57214,84.358,Project X,102731865
963,"[80, 18, 9648, 53]",1592,24.185,Primal Fear,102616183
2,"[18, 80]",240,64.344,The Godfather Part II,102600000
2256,"[35, 27]",19908,49.221,Zombieland,102391540
5915,"[53, 80, 28]",11808,27.076,U.S. Marshals,102367405
9539,"[10751, 16]",9904,27.811,The Wild,102338515
1018,"[37, 18, 80]",642,26.666,Butch Cassidy and the Sundance Kid,102308889
3314,"[28, 27]",924,37.967,Dawn of the Dead,102278712
2943,"[18, 53, 80]",8470,18.391,John Q,102244770
8333,"[14, 35, 10749]",12556,22.422,Ghosts of Girlfriends Past,102223269
9201,"[35, 878, 27, 53]",9890,15.276,The Stepford Wives,102000000
6365,"[35, 10749]",397,12.981,French Kiss,101982854
7955,"[28, 878, 12, 35, 10751]",88751,32.148,Journey to the Center of the Earth,101702060
8161,"[53, 878, 28, 80]",8831,16.113,Timecop,101646581
5236,"[28, 35, 80]",10189,20.668,Pineapple Express,101624843
8675,"[35, 80]",9072,36.467,Little Man,101595121
9080,"[35, 10749]",12090,19.289,Just Married,101564935
9023,"[28, 35]",10040,18.529,Miss Congeniality 2: Armed and Fabulous,101393569
6357,"[35, 14, 878]",75,28.269,Mars Attacks!,101371017
3709,"[18, 10749, 14]",24420,18.215,The Time Traveler's Wife,101344412
4979,[18],236751,30.707,Heaven Is for Real,101332962
5822,[35],21629,10.239,Stir Crazy,101300000
6619,"[28, 53]",1647,14.843,The Recruit,101191884
5735,"[18, 35]",274479,21.454,Joy,101134059
6027,"[18, 53, 9648, 10752]",10684,11.367,Courage Under Fire,100860818
29,"[18, 53, 35]",550,96.401,Fight Club,100853753
7256,"[10751, 35]",218778,15.562,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149
5634,"[27, 9648]",588,36.165,Silent Hill,100605135
6208,"[27, 878, 9648, 53]",395992,48.098,Life,100541806
9924,[35],226486,18.178,Tammy,100525432
911,"[35, 18]",773,13.954,Little Miss Sunshine,100523181
7392,"[10751, 16, 35, 12]",14444,33.226,The Rugrats Movie,100491683
6144,"[28, 18, 53]",10671,12.967,Airport,100489151
6671,"[18, 53, 36]",1247,19.049,The Good Shepherd,100266865
4226,[18],9563,18.215,Any Given Sunday,100230832
5960,"[10751, 14, 18, 12]",16523,30.699,Where the Wild Things Are,100140916
1836,[18],205220,10.033,Philomena,100129872
8532,"[12, 35, 10751, 14]",10488,8.67,Nim's Island,100076342
7183,"[53, 9648]",12103,17.342,Don't Say a Word,100020092
6311,"[28, 53]",341013,29.404,Atomic Blonde,100014025
3647,[35],6471,11.84,The Jerk,100000000
5,"[35, 18, 10749]",19404,34.265,Dilwale Dulhania Le Jayenge,100000000
7794,"[28, 53, 18]",1620,37.428,Hitman,99965753
3027,"[18, 10749]",77877,54.846,The Lucky One,99357138
5027,"[14, 28]",1487,31.336,Hellboy,99318987
6300,"[12, 28, 35, 37]",8584,15.526,Shanghai Noon,99274467
6613,"[35, 10751]",9353,42.648,Nacho Libre,99255460
3409,[18],160588,19.888,Blue Jasmine,99206215
1938,"[12, 35, 10751, 14]",420814,22.919,Christopher Robin,99138899
888,"[35, 18]",211954,25.042,Instructions Not Included,99067206
204,"[28, 12, 878]",545611,94.103,Everything Everywhere All at Once,99000000
6036,"[18, 80, 36]",261023,20.381,Black Mass,98837872
5621,"[14, 35, 10749]",12185,9.695,Heaven Can Wait,98800000
7106,"[28, 80, 14, 12]",217923,15.727,Young Detective Dee: Rise of the Sea Dragon,98774891
602,"[18, 36]",314365,26.487,Spotlight,98690254
7440,[35],11353,16.262,Bowfinger,98625775
6772,"[27, 53, 9648]",298312,20.651,The Visit,98450062
2403,[18],1640,18.975,Crash,98410061
7981,"[35, 878, 28]",9397,18.006,Evolution,98376292
6849,"[878, 28, 53]",87421,43.879,Riddick,98337295
1412,"[878, 28, 12, 53]",106,63.361,Predator,98267558
6887,"[28, 18, 9648]",1428,30.544,Once Upon a Time in Mexico,98185582
8240,"[28, 35, 53, 10749]",37821,21.931,Killers,98159963
1550,"[18, 36, 10752]",8741,17.352,The Thin Red Line,98126565
4813,"[12, 35, 878]",39513,33.999,Paul,97984015
9419,"[10751, 12, 35, 10749]",11637,22.537,Are We There Yet?,97918663
8958,"[28, 35, 18]",5375,34.177,Fred Claus,97838349
4144,"[80, 9648, 53]",1817,19.571,Phone Booth,97837138
5117,"[80, 53, 9648, 35]",484247,21.677,A Simple Favor,97644617
2313,"[10749, 53]",112949,15.373,Safe Haven,97594140
6118,"[12, 28, 53]",682,28.844,The Man with the Golden Gun,97572000
1030,"[12, 16, 14, 10751]",309809,24.393,The Little Prince,97571250
5926,[27],109428,31.126,Evil Dead,97542952
6194,"[10749, 35]",7300,12.527,One Fine Day,97529550
1256,"[16, 12, 35, 10751, 14]",228326,54.5,The Book of Life,97437106
7031,"[35, 80]",449562,28.455,The Hustle,97409779
6318,"[27, 9648]",41446,37.857,Scream 4,97231420
5335,"[18, 10752]",25,28.937,Jarhead,97076152
3688,"[27, 53]",49018,48.219,Insidious,97009150
1767,"[18, 10752, 36]",853,28.658,Enemy at the Gates,96976270
3278,"[878, 28, 12, 53]",174,13.081,Star Trek VI: The Undiscovered Country,96900000
1472,"[28, 12, 878, 53]",154,15.734,Star Trek II: The Wrath of Khan,96800000
7218,"[12, 28, 35, 10749]",10303,20.057,The Jewel of the Nile,96773200
9649,"[35, 10751]",22949,22.411,Old Dogs,96753696
6347,"[53, 80, 9648]",8224,20.109,8MM,96618699
5330,"[18, 35]",8696,7.572,Calendar Girls,96542059
4717,"[35, 14, 10749]",10096,31.007,13 Going on 30,96455697
4348,"[18, 10749]",5038,19.12,Vicky Cristina Barcelona,96408652
6672,"[53, 28, 18, 80]",77866,30.062,Contraband,96262212
2905,"[28, 80]",23483,48.991,Kick-Ass,96188903
6055,"[18, 53, 9648]",14462,11.65,The Manchurian Candidate,96105964
8367,"[878, 28, 9648]",8452,16.162,The 6th Day,96085477
3960,"[35, 10749]",67660,12.148,Think Like a Man,96070507
1217,"[878, 53]",1954,35.2,The Butterfly Effect,96060858
7769,"[18, 53, 27]",48171,20.449,The Rite,96047633
1205,"[18, 35, 53]",375262,17.477,The Favourite,95918706
2484,"[35, 18, 10749]",10860,18.378,Steel Magnolias,95904091
1889,[18],10024,20.867,My Sister's Keeper,95714875
4370,"[14, 28, 53]",277,32.706,Underworld,95708457
3095,"[28, 18, 9648, 53, 80]",7485,52.47,Shooter,95696996
7694,"[12, 16, 35, 10751]",1273,23.725,TMNT,95608995
5733,"[35, 18, 10749]",13665,11.381,Arthur,95461682
5774,"[27, 53]",417384,27.963,Scary Stories to Tell in the Dark,95438172
7338,"[28, 12, 9648, 878, 53]",9620,17.461,Paycheck,95427515
3677,"[18, 10751]",62837,10.728,Dolphin Tale,95404397
6150,"[14, 28, 9648]",123553,45.037,The Mortal Instruments: City of Bones,95396573
8195,"[53, 27]",460019,37.072,Truth or Dare,95330493
1427,"[18, 36, 10752]",76758,17.496,The Flowers of War,95311434
9772,"[35, 80]",4551,13.352,Be Cool,95226116
2825,[18],109410,22.463,42,95020213
2895,"[18, 28]",4643,19.814,The Guardian,94973540
7124,[53],1537,13.845,Changing Lanes,94935764
8661,"[28, 35, 10752]",11519,12.233,1941,94900000
6040,"[10752, 28, 12, 18, 53]",22972,22.307,Green Zone,94882889
8384,"[35, 10749]",2018,14.587,The Wedding Planner,94728529
6239,"[35, 10749]",460668,22.309,I Feel Pretty,94539426
7858,"[28, 80, 18]",219572,16.737,Police Story: Lockdown,94249025
6220,"[12, 28, 80, 53]",8987,12.596,The River Wild,94216343
8536,[35],291870,41.939,Dirty Grandpa,94073028
9148,"[28, 36, 12, 18]",271969,39.07,Ben-Hur,94061311
6825,[35],437557,28.857,Blockers,94017294
5329,"[18, 27, 9648, 53]",9913,17.653,The Skeleton Key,93983911
6190,"[18, 53]",231,14.874,Syriana,93974620
7245,"[10751, 28, 12, 35]",7459,23.088,Speed Racer,93945766
4555,"[53, 18, 12, 28, 36]",205775,30.125,In the Heart of the Sea,93920758
9778,"[10749, 35]",1641,11.613,Forces of Nature,93888180
8690,[35],52077,9.227,Nothing to Declare,93800000
3184,"[14, 18]",7980,37.304,The Lovely Bones,93621340
1821,[18],45317,16.48,The Fighter,93617009
1228,"[35, 80, 18, 36]",487558,18.249,BlacKkKlansman,93400823
9848,"[10751, 35]",10992,32.177,Cats & Dogs,93375151
7681,"[12, 35, 14, 10751, 27]",442062,48.57,Goosebumps 2: Haunted Halloween,93320380
6073,"[53, 18]",303858,16.692,Money Monster,93282604
7018,"[28, 80, 18, 53]",8838,20.228,Mercury Rising,93107289
4549,"[18, 53, 9648, 80]",4566,15.025,Michael Clayton,92991835
1426,"[18, 14]",345938,82.755,The Shack,92924405
5430,"[9648, 53]",1586,24.799,Secret Window,92913171
6749,"[35, 18, 10749]",9043,16.954,The Family Stone,92884429
2122,"[12, 18, 28]",9550,23.953,House of Flying Daggers,92863945
1663,"[35, 10749, 18]",639,20.211,When Harry Met Sally...,92823546
5617,"[35, 10749, 18]",3638,17.301,No Reservations,92601050
1143,[18],10950,23.953,I Am Sam,92542418
5935,[35],15373,20.251,Role Models,92380927
4588,"[28, 80]",8292,22.908,Four Brothers,92374674
51,"[16, 28, 878, 18]",283566,49.869,Evangelion: 3.0+1.0 Thrice Upon a Time,92300000
568,"[18, 36, 10752]",613,18.824,Downfall,92180910
5858,"[14, 28, 53]",12437,29.791,Underworld: Rise of the Lycans,92158961
2784,"[35, 10751]",9820,116.055,The Parent Trap,92108518
4994,[35],11566,10.758,Dave,92000000
5596,"[35, 10749]",16538,21.015,"I Love You, Man",91980359
6783,"[28, 18, 53, 10752]",8007,19.237,Behind Enemy Lines,91753202
1893,"[28, 18]",307081,67.195,Southpaw,91709827
4374,"[28, 18]",463319,14.437,Shadow,91708374
9792,"[12, 14, 28]",23047,44.804,Season of the Witch,91627228
6696,"[53, 27, 28]",511987,36.164,Crawl,91542097
9000,[27],13207,44.578,Friday the 13th,91509154
75,"[10749, 18]",527641,58.07,Five Feet Apart,91500000
5727,"[28, 53, 18]",522938,58.242,Rambo: Last Blood,91490353
2216,[53],6145,25.722,Fracture,91354215
6649,[35],15596,14.843,Back to School,91258000
4929,"[10749, 35]",454619,28.607,Overboard,91244913
9461,"[18, 27, 53]",11804,11.435,White Noise,91196419
9750,"[27, 53, 14, 9648]",11618,17.196,The Haunting,91188905
7267,"[28, 80, 53]",2085,22.553,Romeo Must Die,91036760
469,"[28, 18, 36]",724495,5609.046,The Woman King,91000000
8001,"[28, 80, 53]",44977,13.684,Dhoom 3,91000000
7223,"[27, 9648]",9358,49.899,Final Destination 2,90941129
6422,"[27, 53]",16871,39.041,Drag Me to Hell,90810892
8676,"[35, 10751]",6439,22.607,Racing Stripes,90754475
5151,"[35, 18]",10158,19.219,White Men Can't Jump,90753806
1169,"[28, 18]",256040,37.086,Bāhubali: The Beginning,90747520
3157,"[35, 878, 12]",926,18.416,Galaxy Quest,90683916
8388,"[10749, 35]",302688,12.421,My Big Fat Greek Wedding 2,90632641
7233,"[12, 14]",10730,27.18,King Kong,90614445
4735,[35],8699,19.765,Anchorman: The Legend of Ron Burgundy,90574188
9338,"[16, 10751, 14, 35, 12, 9648]",370567,22.361,Sherlock Gnomes,90497778
4975,"[35, 10749, 18]",2976,13.913,Hairspray,90450008
7087,[35],1588,26.669,Bring It On,90449929
2587,[35],1621,34.531,Trading Places,90404800
8110,"[14, 35, 10749]",1636,30.148,Bedazzled,90383208
2631,"[9648, 53]",2832,21.093,Identity,90259536
817,"[18, 28]",96721,31.052,Rush,90247624
5898,"[53, 9648, 27]",631843,71.959,Old,90112510
8268,"[12, 35, 10402]",32823,16.297,Get Him to the Greek,90029656
2011,"[12, 28, 53, 878]",2756,24.59,The Abyss,90000098
1341,"[10752, 18, 36]",11202,14.54,Patton,89800000
7480,"[28, 14, 53]",23629,47.597,Sucker Punch,89792502
2589,"[18, 10749]",42297,14.182,Burlesque,89519773
5271,"[80, 28, 9648, 53]",11412,19.725,The Long Kiss Goodnight,89456761
6969,"[878, 27, 53]",158015,44.482,The Purge,89328627
6075,"[35, 10749]",11846,11.369,Father of the Bride,89325780
8224,"[14, 53, 27]",49730,27.362,Red Riding Hood,89162162
2324,"[18, 10751, 10749]",35690,17.913,The Last Song,89137047
6694,"[28, 53, 80]",9335,38.534,Transporter 2,89083229
9332,"[35, 10749]",2800,17.643,Rumor Has It...,88933562
2106,"[18, 35]",228194,14.189,The Hundred-Foot Journey,88880821
7484,[35],69798,11.768,The Inbetweeners Movie,88823111
1803,"[28, 53]",245891,73.489,John Wick,88761661
3406,[18],1715,12.385,The Cider House Rules,88545092
2327,"[18, 10749]",345920,22.788,Collateral Beauty,88528280
3516,"[27, 18, 878]",1255,27.108,The Host,88489643
7598,"[28, 12, 35, 37]",6038,19.053,Shanghai Knights,88323487
8785,[35],89492,18.37,This Is 40,88215156
4700,"[35, 14, 10402, 10749]",515195,20.571,Yesterday,88092097
4051,"[18, 53]",11087,18.728,The Hand that Rocks the Cradle,88036683
2580,"[18, 10749]",820446,26.672,Downton Abbey: A New Era,88000000
7225,"[53, 80, 27]",184346,18.943,Deliver Us from Evil,87937815
2153,"[14, 18, 53, 10749]",1491,27.151,The Illusionist,87892388
9844,"[28, 12, 14, 27, 878, 53]",10336,22.535,Spawn,87840042
4401,"[53, 18, 9648]",16995,28.955,State of Play,87812371
8670,[35],505436,13.924,Serial (Bad) Weddings 2,87761857
4011,"[18, 9648, 53]",5279,18.79,Gosford Park,87754044
4409,[18],8489,17.099,Ali,87713825
717,"[27, 53, 878, 28]",396535,68.463,Train to Busan,87547518
8589,"[10751, 35]",9530,29.203,RV,87528173
2373,"[878, 35, 18]",2277,21.63,Bicentennial Man,87423861
2421,"[16, 10751, 12, 14]",10693,55.892,Peter Pan,87404651
7116,"[80, 35]",134374,47.978,Pain & Gain,87305549
48,"[16, 14, 28, 12]",795607,16.328,Green Snake,87212911
5397,[35],11635,20.513,Old School,87135520
452,"[18, 10749, 14]",122906,31.719,About Time,87100449
5159,"[878, 28, 12, 53]",157,14.856,Star Trek III: The Search for Spock,87000000
8074,"[12, 16, 10751]",10199,17.886,The Tale of Despereaux,86947965
4419,"[35, 80]",37137,20.769,The Naked Gun 2½: The Smell of Fear,86930411
3889,"[28, 878, 18]",110415,47.563,Snowpiercer,86758912
4982,"[53, 28, 18]",4349,13.107,The Kingdom,86658558
4626,"[12, 28, 10749, 35]",9326,21.38,Romancing the Stone,86572238
8477,"[12, 28, 53]",375588,30.251,Robin Hood,86493046
4320,"[10752, 28, 18]",9567,42.78,Tears of the Sun,86468162
6777,[27],11449,24.373,The Amityville Horror,86432000
8147,"[35, 37]",188161,24.827,A Million Ways to Die in the West,86410000
9232,[35],38778,20.231,Dinner for Schmucks,86387857
7034,"[12, 35, 10751]",11459,23.565,Sky High,86369815
9811,"[27, 53]",227348,40.293,Paranormal Activity: The Marked Ones,86362372
1491,"[10402, 18]",1407,16.434,La Vie en Rose,86274793
414,[35],3034,19.662,Young Frankenstein,86273333
3932,"[35, 80, 18]",308266,30.839,War Dogs,86234523
4151,"[10749, 18, 10402]",243683,28.22,Step Up All In,86165646
9303,"[35, 10749]",48988,24.649,Hall Pass,86157237
1291,"[10402, 18]",470878,33.972,I Can Only Imagine,86026201
3845,"[53, 9648, 878]",619730,178.773,Don't Worry Darling,86000000
6281,"[18, 35]",268238,17.72,The Second Best Exotic Marigold Hotel,85978266
2521,"[27, 53, 878]",170,52.38,28 Days Later,85720385
1474,"[35, 18, 10749]",219,19.22,Volver,85582407
7574,"[9648, 18, 10749]",286565,21.62,Paper Towns,85512300
7074,"[12, 35]",9896,22.415,Rat Race,85498534
8158,"[27, 53]",77883,22.226,The Possession,85446075
9879,"[80, 28, 18, 53]",13051,17.192,Max Payne,85416905
2641,"[80, 18, 53]",50348,19.608,The Lincoln Lawyer,85412898
5209,"[35, 18, 878]",10328,17.012,Cocoon,85313124
1906,"[18, 53, 80, 10749]",116,19.849,Match Point,85306374
5651,"[28, 35]",10890,16.678,Stripes,85300000
9888,[35],24438,11.335,Did You Hear About the Morgans?,85280250
3128,"[9648, 12, 80]",328387,22.37,Nerve,85241496
7414,"[28, 35, 12, 10749, 18]",15417,18.717,Every Which Way but Loose,85196485
2404,[18],1367,34.97,Rocky II,85182160
7327,"[12, 28, 14, 878, 53, 10749, 16]",2114,16.029,Final Fantasy: The Spirits Within,85131830
229,"[18, 36, 10752]",387,21.22,Das Boot,85000000
2678,"[12, 16, 35, 10751]",12230,58.086,One Hundred and One Dalmatians,85000000
1807,"[28, 80, 53]",273481,45.302,Sicario,84872444
1334,"[80, 18, 9648, 53]",1949,31.784,Zodiac,84785914
4908,"[80, 35]",353070,23.787,Going in Style,84618541
7275,"[18, 80, 36]",88794,13.341,J. Edgar,84606030
7292,"[10749, 35, 18]",11355,16.412,Never Been Kissed,84565230
2841,"[28, 12, 53]",551,17.496,The Poseidon Adventure,84563118
1568,"[16, 12, 14]",271706,27.779,Big Fish & Begonia,84552250
4670,"[18, 10751, 16, 12]",4978,18.84,An American Tail,84542002
9675,"[35, 10751, 12]",13767,56.01,The Santa Clause 3: The Escape Clause,84500122
2987,"[10751, 16, 12]",12144,23.95,The Land Before Time,84460846
2922,"[18, 14, 35]",2323,14.213,Field of Dreams,84431625
6956,"[18, 10749]",14326,13.264,Nights in Rodanthe,84375061
2974,"[16, 10751]",10895,78.938,Pinocchio,84300000
6941,"[53, 18, 9648]",9963,14.538,Premonition,84297309
9967,"[10751, 35]",38579,16.18,Marmaduke,83761844
2074,[18],205587,31.782,The Judge,83719388
7430,"[12, 878]",428078,38.212,Mortal Engines,83672673
9537,"[80, 35, 28]",38322,33.021,"Big Mommas: Like Father, Like Son",83615414
2758,"[28, 14, 12]",460465,144.314,Mortal Kombat,83601013
633,"[80, 35]",107,30.264,Snatch,83557872
2896,"[28, 53, 80]",1089,28.133,Point Break,83531958
4992,"[28, 80]",124157,11.771,The Thieves,83519699
2224,[35],813,28.117,Airplane!,83453539
773,"[18, 10749]",14811,14.851,Fiddler on the Roof,83304330
1839,"[80, 18]",4133,32.277,Blow,83282296
732,"[14, 18, 10752]",1417,52.031,Pan's Labyrinth,83258226
9812,"[35, 27]",43593,43.937,Piranha 3D,83188165
2486,"[16, 35]",9473,30.046,"South Park: Bigger, Longer & Uncut",83137603
7394,"[35, 18, 10749]",11931,13.801,In Her Shoes,83073883
1941,"[16, 10751, 878, 14]",265712,38.597,Stand by Me Doraemon,83061158
6095,[35],329263,5.773,Suck Me Shakespeer 2,83027924
7535,[35],10411,9.272,The Distinguished Gentleman,83000000
6504,"[80, 18, 53]",82525,18.4,Savages,82966152
8839,"[28, 80, 53]",9754,16.277,Firewall,82800000
4075,"[27, 53, 9648]",82507,45.681,Sinister,82515113
237,"[35, 10752, 18]",515001,64.457,Jojo Rabbit,82468705
3445,"[18, 9648, 53]",1985,16.006,The Constant Gardener,82468097
8072,"[18, 27]",133805,29.571,Carrie,82394288
7690,"[27, 9648, 53]",10665,25.58,The Strangers,82391145
1610,[18],11978,26.395,Men of Honor,82343495
5080,"[18, 10749]",9079,13.873,Dying Young,82264675
7050,"[80, 18, 53, 27]",1248,5.628,Hannibal Rising,82169884
2628,"[18, 36]",4518,15.144,Elizabeth,82150642
7468,"[12, 28, 14]",6278,20.866,Reign of Fire,82150183
3532,"[35, 18, 10749]",37056,24.666,Letters to Juliet,82148538
8638,"[53, 28, 9648]",59965,20.435,Abduction,82087155
8422,[27],1690,32.787,Hostel,81979826
5418,"[12, 28, 53]",668,23.694,On Her Majesty's Secret Service,81974493
8817,"[28, 80, 53]",249070,64.066,Hitman: Agent 47,81967450
232,"[28, 18, 36]",437068,25.592,A Taxi Driver,81927980
7634,[27],335796,59.431,Ouija: Origin of Evil,81705746
3801,"[18, 36, 10749]",432527,12.44,Padmaavat,81673897
3302,"[35, 18, 10752]",651,13.878,M*A*S*H,81600000
3664,"[16, 35, 10751]",62214,36.488,Frankenweenie,81493846
6538,"[10749, 18, 35]",9715,12.62,Hope Floats,81471882
7489,"[18, 35, 10749]",6076,8.347,Rabbit Without Ears,81303447
5953,"[28, 53, 10752]",75674,21.903,Act of Valor,81272766
5167,"[35, 80]",9336,27.477,Police Academy,81198894
6653,"[80, 18, 9648, 53]",12201,13.231,Edge of Darkness,81126522
8797,"[14, 28, 53, 27]",346672,43.71,Underworld: Blood Wars,81093313
9284,"[35, 10751, 12]",11888,14.852,Snow Dogs,81000000
8455,"[10751, 28, 12, 16, 35, 878]",12589,19.453,Jimmy Neutron: Boy Genius,80936232
6101,"[12, 28, 35, 53]",10159,30.25,The Rundown,80916492
3839,"[10751, 16, 12, 35, 14, 28]",14411,29.325,Sinbad: Legend of the Seven Seas,80767884
4027,"[35, 18, 10749]",2039,16.032,Moonstruck,80640528
5148,"[18, 53, 9648]",49517,20.117,Tinker Tailor Soldier Spy,80630608
1209,"[80, 28, 35]",4638,28.402,Hot Fuzz,80573774
4505,"[28, 53, 80]",449443,50.462,Den of Thieves,80509622
7203,[27],2082,52.691,Halloween,80460948
6693,"[35, 12, 80, 10751]",145220,17.829,Muppets Most Wanted,80383290
348,"[18, 35, 10751]",158445,20.178,Miracle in Cell No. 7,80300000
2254,"[27, 9648, 53]",493922,37.012,Hereditary,80239658
7098,"[28, 80, 18, 53]",22907,18.431,Takers,80205382
3834,"[18, 53]",11329,12.783,Runaway Jury,80154140
3003,[18],711,12.205,Finding Forrester,80049764
5037,"[18, 10749]",1788,22.594,Footloose,80035402
7370,"[35, 14, 10749]",11824,32.378,Teen Wolf,80000000
9381,"[28, 80, 53]",10877,16.792,Exit Wounds,79958599
8489,"[28, 12, 35]",10136,15.298,The Golden Child,79817939
5952,[35],252838,33.241,The Wedding Ringer,79799880
7991,"[10749, 35, 18]",76494,18.167,What to Expect When You're Expecting,79700000
7509,"[28, 18, 53]",11123,12.238,Earthquake,79666653
8429,"[28, 80, 18, 53]",13389,14.683,Righteous Kill,79498846
1161,"[35, 18]",338,15.115,Good Bye Lenin!,79384880
4442,"[35, 18, 10751]",2616,18.878,Uncle Buck,79258538
4436,"[12, 14, 28]",9387,31.167,Conan the Barbarian,79114085
9988,"[35, 10751]",9714,68.822,Home Alone 3,79082515
1244,[18],334541,29.723,Manchester by the Sea,78988148
2218,"[18, 35]",391713,25.925,Lady Bird,78966486
3096,"[28, 53, 12]",657,27.086,From Russia with Love,78898765
4984,"[53, 28, 35, 80, 18]",150,18.691,48 Hrs.,78868508
8201,"[28, 53, 80]",5820,13.858,The Sentinel,78810595
5001,"[35, 10749]",236737,11.594,Spanish Affair,78768613
2455,"[35, 80]",37136,27.562,The Naked Gun: From the Files of Police Squad!,78756177
7062,"[35, 10749, 18]",502682,14.93,Book Club,78720293
7887,"[878, 12, 28, 35, 10751]",1497,20.092,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813
2415,"[27, 18, 53]",6537,26.291,The Orphanage,78638987
8701,[35],323676,14.676,The Boss,78636257
701,[35],9421,11.976,The Dinner Game,78599508
4503,"[28, 18, 14]",1494,24.486,Curse of the Golden Flower,78568977
9044,"[28, 53, 18]",9884,16.483,Collateral Damage,78382433
977,"[28, 53, 878]",218,52.596,The Terminator,78371200
4594,"[14, 28, 35, 80]",1013860,2911.809,R.I.P.D. 2: Rise of the Damned,78324220
9008,"[27, 28, 53]",38321,39.976,Priest,78309131
1820,[18],249164,24.231,If I Stay,78274843
5106,"[18, 10749, 36]",12184,20.308,The Other Boleyn Girl,78269970
7826,"[28, 35, 80]",10345,11.114,K-9,78247647
8694,"[10749, 35, 80]",16558,14.129,Duplicity,78176181
1141,"[18, 53, 80]",64690,42.636,Drive,78054825
9836,"[27, 9648, 53]",11026,17.454,Exorcist: The Beginning,78000586
3055,"[28, 878, 27]",315011,23.198,Shin Godzilla,77947607
6576,"[28, 53, 80]",2026,21.806,Hostage,77944725
3467,"[27, 53, 9648]",21208,101.889,Orphan,77912251
9587,"[28, 35]",5851,11.23,Showtime,77885672
4968,"[10749, 35, 80]",1389,13.355,Out of Sight,77745966
1235,"[18, 36]",783,19.105,Gandhi,77737889
7236,"[10752, 18, 28, 36]",12100,18.223,Windtalkers,77628265
6214,"[53, 18, 9648]",3594,21.767,The Number 23,77566815
7305,"[53, 27]",18781,17.693,The Haunting in Connecticut,77527732
4001,"[35, 10749, 18]",9778,17.155,Serendipity,77516304
7457,"[35, 10749]",34806,17.792,The Back-Up Plan,77477008
7823,"[27, 9648, 53]",565028,40.688,Candyman,77389310
5467,"[18, 53, 28, 12]",75174,44.38,The Grey,77278331
1625,"[18, 35]",626735,198.71,Dog,77263354
8748,"[28, 35, 80]",11517,13.932,Money Train,77224232
9163,"[10402, 35, 18, 10749]",28665,16.331,Fame,77211836
217,[18],7345,24.166,There Will Be Blood,77208711
1464,"[18, 53, 9648]",192,19.938,The Name of the Rose,77200000
7830,[35],316023,22.447,Mike and Dave Need Wedding Dates,77068246
6662,"[35, 18]",10611,19.747,Barbershop,77063924
6449,"[9648, 27, 53]",11427,16.266,Dead End,77000000
2820,"[27, 28, 53]",602223,87.074,The Forever Purge,76994245
9903,"[878, 28, 10752]",10048,21.771,Stealth,76932943
9997,"[27, 53]",100241,20.638,"I, Frankenstein",76801179
9662,"[35, 80]",10587,20.132,Police Academy 4: Citizens on Patrol,76800000
7547,"[35, 80, 53]",5516,13.168,The Ladykillers,76700000
1259,"[18, 36]",7214,29.902,Coach Carter,76669806
7122,"[35, 10751]",11862,15.966,Father of the Bride Part II,76594107
1421,[18],203833,17.231,The Book Thief,76586316
6731,"[35, 18, 10749]",455,16.22,Bend It Like Beckham,76578641
5661,"[18, 35, 80]",10147,22.48,Bad Santa,76490720
2372,"[10751, 12, 16, 35, 14]",10501,39.602,The Road to El Dorado,76432727
9093,"[28, 80, 53]",438650,36.395,Cold Pursuit,76419755
1747,"[16, 10751]",756,45.306,Fantasia,76411819
4396,"[18, 10749]",796,31.041,Cruel Intentions,76347426
7003,"[35, 878]",9805,7.585,(T)Raumschiff Surprise - Periode 1,76341401
4958,[18],10316,13.613,The Ides of March,76338111
2788,"[18, 36, 80, 53, 28]",9829,16.184,United 93,76286096
699,"[80, 18, 36, 53]",117,29.556,The Untouchables,76270454
928,"[16, 12, 10751]",313297,40.318,Kubo and the Two Strings,76249438
7133,"[35, 10751]",33217,37.309,Diary of a Wimpy Kid,76196538
6876,"[35, 10751]",82650,34.787,Diary of a Wimpy Kid: Dog Days,76196538
